2019-01-02,4.537,4.537,4.266,4.345,40901632.000,177698183.216
2019-01-03,4.380,4.380,3.968,4.056,99950940.000,405393646.256
2019-01-04,3.986,4.398,3.968,4.398,95829040.000,421429362.452
2019-01-07,4.443,4.504,4.294,4.382,50632509.000,221866403.847
2019-01-08,4.417,4.425,4.294,4.408,36802521.000,162217839.242
2019-01-09,4.458,4.589,4.380,4.441,60328790.000,267913230.645
2019-01-10,4.461,4.948,4.391,4.931,175624778.000,865931192.475
2019-01-11,4.912,4.912,4.661,4.722,114131061.000,538875853.458
2019-01-14,4.696,4.722,4.576,4.619,33746756.000,155862929.246
2019-01-15,4.667,4.719,4.547,4.702,53666455.000,252336107.957
2019-01-16,4.672,5.121,4.664,5.043,129035493.000,650732572.009
2019-01-17,5.102,5.318,4.912,5.188,136957389.000,710572843.937
2019-01-18,5.323,5.651,5.314,5.573,152919348.000,852206191.837
2019-01-21,5.625,5.659,5.322,5.383,78000282.000,419873115.597
2019-01-22,5.284,5.353,5.025,5.215,100990982.000,526678655.976
2019-01-23,5.137,5.301,5.111,5.284,56407075.000,298048271.858
2019-01-24,5.359,5.359,5.212,5.263,55126348.000,290155614.301
2019-01-25,5.308,5.334,5.213,5.273,46820791.000,246895825.852
2019-01-28,5.263,5.280,5.039,5.160,64584440.000,333236335.068
2019-01-29,5.108,5.511,5.082,5.477,102947960.000,563849950.711
2019-01-30,5.512,5.564,5.383,5.418,61634837.000,333911456.839
2019-01-31,5.486,5.640,5.435,5.640,85667822.000,483180394.267
2019-02-01,5.695,5.738,5.524,5.729,74312311.000,425757820.662
2019-02-04,5.669,5.755,5.592,5.755,26179730.000,150663236.129
2019-02-08,5.592,5.712,5.387,5.644,42364335.000,239095494.958
2019-02-11,5.669,5.789,5.522,5.772,56530682.000,326291817.724
2019-02-12,5.777,6.105,5.699,6.088,97198792.000,591742066.148
2019-02-13,6.105,6.122,5.924,6.088,70283576.000,427884948.790
2019-02-14,6.120,6.232,6.042,6.137,59823340.000,367156895.396
2019-02-15,6.127,6.127,5.765,5.937,99238574.000,589211140.410
2019-02-18,5.992,6.078,5.871,6.000,65431184.000,392605791.146
2019-02-19,6.016,6.016,5.602,5.637,107019035.000,603261677.073
