HK02601	2009-12-31	983.71 
HK02601	2010-06-30	1047.24 
HK02601	2010-12-31	1100.89 
HK02601	2011-06-30	1100.08 
HK02601	2011-12-31	1135.64 
HK02601	2012-06-30	1218.33 
HK02601	2012-12-31	1352.80 
HK02601	2013-06-30	1397.23 
HK02601	2013-12-31	1443.78 
HK02601	2014-06-30	1538.91 
HK02601	2014-12-31	1712.94 
HK02601	2015-06-30	1938.66 
HK02601	2015-12-31	2056.24 
HK02601	2016-06-30	2153.55 
HK02601	2016-12-31	2459.39 
