,secShortName,tradeDate,preClosePrice,actPreClosePrice,openPrice,highestPrice,lowestPrice,closePrice,turnoverVol,turnoverValue
0,工商银行,2006-10-27,,,3.6,3.63,3.49,3.52,10630622026,37452484912.0
1,工商银行,2006-10-31,3.556,3.52,3.48,3.49,3.45,3.48,2253748170,7838478185.0
2,工商银行,2006-11-01,3.463,3.48,3.48,3.52,3.47,3.5,984243868,3443376330.0
3,工商银行,2006-11-02,3.5,3.5,3.49,3.51,3.48,3.5,512928035,1792470373.0
4,工商银行,2006-11-03,3.421,3.5,3.51,3.63,3.5,3.59,2051865916,7336004145.0
5,工商银行,2006-11-06,3.565,3.59,3.58,3.65,3.56,3.62,952751508,3434242065.0
6,工商银行,2006-11-07,3.638,3.62,3.63,3.64,3.59,3.6,508741140,1843501009.0
7,工商银行,2006-11-08,3.635,3.6,3.6,3.6,3.55,3.56,508204157,1816861069.0
8,工商银行,2006-11-09,3.5,3.56,3.56,3.64,3.56,3.63,832210774,3003678765.0
9,工商银行,2006-11-10,3.606,3.63,3.65,3.67,3.62,3.66,1055038775,3849030360.0
10,工商银行,2006-11-13,3.573,3.66,3.64,3.78,3.63,3.77,1197494701,4440236011.0
11,工商银行,2006-11-14,3.687,3.77,3.82,3.93,3.8,3.88,1464082362,5633274525.0
12,工商银行,2006-11-15,3.794,3.88,3.88,4.02,3.88,4.0,1160172995,4575900695.0
13,工商银行,2006-11-16,3.979,4.0,4.05,4.14,3.97,4.03,1049694920,4242222765.0
14,工商银行,2006-11-17,4.051,4.03,3.98,4.03,3.96,4.0,593172952,2371511207.0
15,工商银行,2006-11-20,3.992,4.0,3.97,4.05,3.95,4.01,450274497,1806586749.0
16,工商银行,2006-11-21,4.017,4.01,4.03,4.05,3.99,4.0,357018901,1433787977.0
17,工商银行,2006-11-22,3.913,4.0,4.02,4.14,4.02,4.13,685890131,2785861659.0
18,工商银行,2006-11-23,4.143,4.13,4.15,4.2,4.08,4.11,605236974,2513277278.0
19,工商银行,2006-11-24,4.124,4.11,4.09,4.13,4.06,4.09,304620580,1247852091.0
20,工商银行,2006-11-27,4.177,4.09,4.08,4.09,3.96,3.97,579428063,2316210555.0
21,工商银行,2006-11-28,4.137,3.97,3.87,3.88,3.75,3.76,891275980,3396578405.0
22,工商银行,2006-11-29,3.649,3.76,3.79,3.93,3.79,3.91,597325811,2308051087.0
23,工商银行,2006-11-30,3.887,3.91,3.98,4.0,3.91,3.94,416143580,1644371308.0
24,工商银行,2006-12-01,3.978,3.94,3.94,3.95,3.87,3.89,240092512,937342097.0
25,工商银行,2006-12-04,3.89,3.89,3.89,3.91,3.82,3.89,305579777,1184155318.0
26,工商银行,2006-12-05,3.846,3.89,3.94,3.97,3.91,3.95,290126511,1143061354.0
27,工商银行,2006-12-06,3.937,3.95,3.98,4.03,3.92,3.97,369831415,1472086993.0
28,工商银行,2006-12-07,3.935,3.97,3.98,4.07,3.97,4.02,571227800,2305704936.0
29,工商银行,2006-12-08,4.02,4.02,4.0,4.07,3.98,4.02,422988478,1702947802.0
30,工商银行,2006-12-11,3.951,4.02,4.03,4.13,4.03,4.12,526952500,2154926414.0
31,工商银行,2006-12-12,4.101,4.12,4.14,4.17,4.12,4.15,362805970,1504755933.0
