,secShortName,tradeDate,preClosePrice,actPreClosePrice,openPrice,highestPrice,lowestPrice,closePrice,turnoverVol,turnoverValue
0,中信银行,2007-04-27,,,7.08,7.08,6.66,6.68,1964804163,13505455874.0
1,中信银行,2007-04-30,6.701,6.68,6.63,6.74,6.53,6.57,399670043,2653630092.0
2,中信银行,2007-05-02,6.579,6.57,6.63,6.66,6.5,6.52,201427259,1326819132.0
3,中信银行,2007-05-03,6.52,6.52,6.57,6.59,6.47,6.52,136088048,888264966.0
4,中信银行,2007-05-04,6.518,6.52,6.53,6.64,6.52,6.53,99500505,653773555.0
5,中信银行,2007-05-07,6.544,6.53,6.59,6.62,6.45,6.46,119210029,780030067.0
6,中信银行,2007-05-08,6.493,6.46,6.4,6.45,6.27,6.29,195331222,1237173062.0
7,中信银行,2007-05-09,6.263,6.29,6.22,6.45,6.15,6.43,239327236,1501416643.0
8,中信银行,2007-05-10,6.442,6.43,6.45,6.52,6.27,6.37,154999749,992149540.0
9,中信银行,2007-05-11,6.383,6.37,6.31,6.44,6.26,6.3,194882837,1235117462.0
10,中信银行,2007-05-14,6.279,6.3,6.55,6.58,6.35,6.41,212654657,1364126813.0
11,中信银行,2007-05-15,6.419,6.41,6.46,6.48,6.31,6.36,117776500,754716025.0
12,中信银行,2007-05-16,6.368,6.36,6.3,6.38,6.27,6.32,69432363,439101527.0
13,中信银行,2007-05-17,6.328,6.32,6.32,6.4,6.26,6.28,53545986,338367222.0
14,中信银行,2007-05-18,6.29,6.28,6.22,6.27,6.19,6.23,76312000,474554190.0
15,中信银行,2007-05-21,6.249,6.23,6.15,6.23,6.12,6.13,75663000,465458870.0
16,中信银行,2007-05-22,6.138,6.13,6.1,6.17,6.08,6.09,71357585,436286768.0
17,中信银行,2007-05-23,6.092,6.09,6.09,6.1,6.03,6.08,101244384,614182444.0
18,中信银行,2007-05-25,6.093,6.08,6.0,6.05,5.99,6.02,83390000,501882490.0
19,中信银行,2007-05-28,6.023,6.02,6.0,6.04,5.99,6.0,74554500,447886560.0
20,中信银行,2007-05-29,6.009,6.0,6.0,6.02,5.96,5.96,50968000,304798296.0
21,中信银行,2007-05-30,5.977,5.96,5.9,5.94,5.82,5.88,101094791,593453732.0
22,中信银行,2007-05-31,5.87,5.88,5.9,5.98,5.86,5.93,70834300,420699334.0
23,中信银行,2007-06-01,5.938,5.93,5.88,5.94,5.86,5.89,78880300,464285807.0
24,中信银行,2007-06-04,5.897,5.89,5.89,5.9,5.84,5.86,58350000,341891180.0
25,中信银行,2007-06-05,5.876,5.86,5.83,5.86,5.77,5.79,72505200,420709850.0
26,中信银行,2007-06-06,5.771,5.79,5.75,5.89,5.73,5.88,91966500,535729570.0
27,中信银行,2007-06-07,5.861,5.88,5.81,6.07,5.81,5.97,157584600,942729739.0
28,中信银行,2007-06-08,5.974,5.97,5.89,5.96,5.89,5.95,58186267,345076734.0
29,中信银行,2007-06-11,5.963,5.95,5.97,6.0,5.88,5.89,39829000,235868470.0
30,中信银行,2007-06-12,5.892,5.89,5.89,5.9,5.83,5.88,36902500,216138905.0
31,中信银行,2007-06-13,5.897,5.88,5.83,5.86,5.8,5.8,54806333,319614635.0
32,中信银行,2007-06-14,5.783,5.8,5.81,5.94,5.81,5.88,63594500,372640580.0
33,中信银行,2007-06-15,5.876,5.88,5.92,5.95,5.84,5.9,59329300,349352506.0
34,中信银行,2007-06-18,5.869,5.9,5.9,6.14,5.9,6.05,136164600,826708026.0
35,中信银行,2007-06-20,6.06,6.05,6.16,6.18,5.99,6.0,74368205,452273117.0
36,中信银行,2007-06-21,6.003,6.0,6.0,6.05,5.97,5.99,50692500,304429315.0
37,中信银行,2007-06-22,5.997,5.99,5.95,6.03,5.93,5.95,48573200,290017880.0
38,中信银行,2007-06-25,5.931,5.95,5.91,6.1,5.9,6.04,89400000,539903600.0
39,中信银行,2007-06-26,6.051,6.04,6.04,6.07,5.94,5.99,56982500,341511345.0
40,中信银行,2007-06-27,5.979,5.99,5.95,6.06,5.94,6.04,63391000,380390833.0
41,中信银行,2007-06-28,6.046,6.04,6.01,6.07,5.99,6.01,58678068,353895842.0
